"amostra";"Au";"Pd";"Pt";"Ag";"Al";"As";"B";"Ba";"Be";"Bi";"Ca";"Cd";"Ce";"Co";"Cr";"Cs";"Cu";"Fe";"Ga";"Ge";"Hf";"Hg";"In";"K";"La";"Li";"Lu";"Mg";"Mn";"Mo";"Na";"Nb";"Ni";"P";"Pb";"Rb";"Re";"S";"Sb";"Sc";"Se";"Sn";"Sr";"Ta";"Tb";"Te";"Th";"Ti";"Tl";"U";"V";"W";"Y";"Yb";"Zn";"Zr";"boletim"
"ICP540";"-10";"-10";"-10";"0,01";"1,76";"6";"-10";"407";"1";"0,1";"0,46";"0,07";"48,67";"23,9";"125";"0,97";"26,5";"3,67";"5,9";"-0,1";"0,16";"0,03";"0,03";"0,16";"25";"14";"0,11";"0,53";"1250";"0,22";"0,03";"0,55";"57,3";"343";"12,6";"11,2";"-0,1";"-0,01";"0,52";"7,5";"-1";"0,6";"53,5";"-0,05";"0,47";"-0,05";"3,3";"0,03";"0,07";"0,85";"61";"-0,1";"10,9";"0,8";"59";"6,5";"GQ2003731"
"ICP541";"-9999";"-9999";"-9999";"-0,01";"1,33";"5";"-10";"280";"1,2";"0,12";"0,43";"0,06";"59,84";"14,5";"43";"0,51";"17,8";"3,63";"4,5";"-0,1";"0,16";"-0,01";"0,02";"0,13";"32,6";"14";"0,12";"0,38";"871";"0,3";"0,03";"1,25";"21,6";"877";"14,6";"9,3";"-0,1";"-0,01";"0,28";"4,7";"-1";"0,6";"42,2";"-0,05";"0,58";"-0,05";"3,6";"0,06";"0,06";"0,73";"55";"0,1";"13,79";"0,9";"53";"6,2";"GQ2003731"
"ICP542";"-9999";"-9999";"-9999";"-0,01";"0,72";"-1";"-10";"148";"0,5";"0,04";"0,18";"0,04";"142,3";"6,1";"21";"0,41";"10,6";"1,98";"2,1";"-0,1";"0,05";"-0,01";"-0,02";"0,11";"71,4";"4";"0,08";"0,16";"399";"0,29";"0,04";"1,32";"7,4";"472";"7,9";"9,5";"-0,1";"-0,01";"-0,05";"1,8";"-1";"0,3";"24,9";"-0,05";"0,71";"-0,05";"13,2";"0,08";"0,06";"1,13";"34";"-0,1";"11,05";"0,6";"31";"1,1";"GQ2003731"
"ICP543";"-9999";"-9999";"-9999";"-0,01";"0,74";"1";"-10";"179";"0,6";"0,04";"0,18";"0,07";"55,59";"7,5";"23";"0,58";"11";"1,88";"2,9";"-0,1";"0,05";"-0,01";"-0,02";"0,12";"30,2";"5";"0,07";"0,2";"414";"0,27";"0,03";"0,98";"10,1";"528";"9";"10,6";"-0,1";"-0,01";"0,06";"1,7";"-1";"-0,3";"19,8";"-0,05";"0,39";"-0,05";"4,5";"0,03";"0,06";"0,65";"28";"-0,1";"7,99";"0,5";"43";"1,8";"GQ2003731"
"ICP544";"-9999";"-9999";"-9999";"-0,01";"1,37";"1";"-10";"222";"0,8";"0,05";"0,63";"0,09";"75,09";"18,6";"40";"0,59";"13,6";"3,85";"5,1";"-0,1";"0,08";"-0,01";"-0,02";"0,12";"39,9";"10";"0,12";"0,52";"543";"0,33";"0,05";"1,24";"19,5";"1832";"12,3";"11,1";"-0,1";"-0,01";"0,05";"4,3";"-1";"0,4";"61,8";"-0,05";"0,61";"-0,05";"5";"0,11";"0,07";"0,69";"90";"-0,1";"13,13";"0,9";"55";"2,1";"GQ2003731"
"ICP545";"-9999";"-9999";"-9999";"-0,01";"0,97";"3";"-10";"168";"0,8";"0,08";"0,72";"0,06";"73,31";"12,8";"49";"0,54";"9";"3,13";"3,8";"-0,1";"0,18";"-0,01";"-0,02";"0,08";"36,4";"11";"0,15";"0,36";"661";"0,3";"0,03";"1,51";"16,7";"2473";"10,8";"7,6";"-0,1";"-0,01";"0,13";"3,3";"-1";"0,6";"49,7";"-0,05";"0,67";"-0,05";"6,1";"0,16";"0,05";"0,74";"81";"0,2";"16,55";"1,1";"53";"7,5";"GQ2003731"
"ICP546";"-9999";"-9999";"-9999";"0,94";"0,61";"2";"11";"94";"0,6";"0,08";"0,22";"0,1";"46,64";"9,2";"34";"0,53";"11,5";"1,8";"2,6";"-0,1";"0,07";"-0,01";"-0,02";"0,1";"22,3";"6";"0,08";"0,23";"434";"0,3";"0,03";"1,12";"14,5";"557";"10,8";"9";"-0,1";"-0,01";"0,09";"2,1";"-1";"0,4";"18,3";"-0,05";"0,31";"-0,05";"5,5";"0,06";"0,07";"0,5";"29";"0,1";"7,49";"0,6";"33";"2,7";"GQ2003731"
"ICP547";"-10";"-10";"-10";"-0,01";"0,86";"5";"-10";"132";"0,6";"0,08";"0,22";"0,06";"35,67";"14,4";"49";"0,57";"14,5";"3,21";"3,4";"-0,1";"0,06";"-0,01";"-0,02";"0,09";"18,6";"7";"0,1";"0,22";"686";"0,43";"0,02";"0,82";"20,4";"307";"8,6";"8,2";"-0,1";"-0,01";"0,3";"3,9";"-1";"0,3";"24";"-0,05";"0,36";"-0,05";"3,3";"0,06";"0,05";"0,64";"59";"-0,1";"8,5";"0,7";"39";"2,1";"GQ2003731"
"ICP548";"-9999";"-9999";"-9999";"-0,01";"1,05";"4";"11";"149";"1,2";"0,12";"0,32";"0,15";"81,58";"20,3";"57";"0,64";"10";"3,78";"4,6";"-0,1";"0,15";"-0,01";"0,02";"0,1";"44,9";"11";"0,19";"0,34";"995";"0,51";"0,04";"1,32";"24,1";"711";"17,7";"11,4";"-0,1";"0,01";"0,18";"4";"-1";"0,7";"29";"-0,05";"0,71";"-0,05";"23,5";"0,08";"0,08";"1,19";"72";"0,2";"18,44";"1,3";"51";"6,5";"GQ2003731"
"ICP549";"-10";"-10";"-10";"-0,01";"1,46";"10";"-10";"421";"1,1";"0,1";"0,44";"0,09";"74,89";"46,2";"98";"0,85";"22,4";"4,11";"5,2";"-0,1";"0,16";"0,02";"0,02";"0,16";"30,8";"10";"0,1";"0,64";"2309";"0,5";"0,05";"1,04";"64,3";"577";"14,8";"10,8";"-0,1";"-0,01";"0,65";"5,7";"-1";"0,7";"51";"-0,05";"0,49";"-0,05";"4";"0,07";"0,08";"1,05";"76";"0,2";"10,41";"0,7";"48";"6,8";"GQ2003731"
"ICP550";"-9999";"-9999";"-9999";"-0,01";"0,46";"2";"-10";"96";"0,5";"0,1";"0,1";"0,03";"25,83";"4";"14";"0,48";"2";"1,7";"1,9";"-0,1";"-0,05";"-0,01";"-0,02";"0,1";"14,5";"5";"0,04";"0,13";"266";"0,22";"0,02";"0,73";"4,3";"316";"7,4";"7,6";"-0,1";"-0,01";"0,13";"1";"-1";"0,3";"9,9";"-0,05";"0,22";"-0,05";"4,3";"0,02";"0,05";"0,64";"30";"0,2";"4,6";"0,3";"18";"1,4";"GQ2003731"
"ICP551";"-9999";"-9999";"-9999";"-0,01";"1,44";"-1";"-10";"332";"0,7";"0,05";"0,51";"0,12";"67,23";"19,4";"48";"0,66";"11,2";"3,52";"5,2";"-0,1";"0,07";"-0,01";"0,02";"0,13";"38,2";"10";"0,15";"0,48";"648";"0,33";"0,03";"0,97";"24";"1356";"9,7";"11,3";"-0,1";"-0,01";"0,07";"4,3";"-1";"0,5";"50,6";"-0,05";"0,63";"-0,05";"4,2";"0,09";"0,06";"0,52";"63";"-0,1";"14,92";"1,1";"48";"1,5";"GQ2003731"
"ICP552";"-9999";"-9999";"-9999";"-0,01";"1,29";"7";"-10";"392";"1";"0,1";"0,28";"0,1";"53,13";"28,3";"117";"0,81";"16,3";"3,46";"4,5";"-0,1";"0,09";"0,03";"0,02";"0,13";"20,7";"10";"0,08";"0,41";"1318";"0,34";"0,03";"0,73";"64,8";"287";"14";"9";"-0,1";"-0,01";"0,79";"5,6";"-1";"0,4";"37,2";"-0,05";"0,38";"-0,05";"2,9";"0,02";"0,06";"0,6";"67";"0,2";"7,81";"0,5";"42";"4,1";"GQ2003731"
"ICP553";"-9999";"-9999";"-9999";"-0,01";"0,94";"4";"-10";"186";"0,9";"0,08";"0,22";"0,11";"35,84";"16,3";"40";"0,56";"11,9";"3,5";"3,6";"-0,1";"0,14";"-0,01";"0,02";"0,11";"19";"12";"0,08";"0,28";"957";"0,37";"0,04";"1,19";"21,5";"586";"11,5";"8,2";"-0,1";"-0,01";"0,22";"3,3";"-1";"0,5";"24,3";"-0,05";"0,36";"-0,05";"3";"0,06";"0,06";"0,53";"49";"-0,1";"7,72";"0,6";"39";"7,2";"GQ2003731"
"ICP554";"-9999";"-9999";"-9999";"-0,01";"0,84";"3";"-10";"161";"0,7";"0,08";"0,21";"0,05";"31,78";"13,5";"40";"0,51";"11,2";"3,37";"3,2";"-0,1";"0,13";"0,01";"-0,02";"0,1";"17,1";"10";"0,07";"0,25";"826";"0,38";"0,03";"0,93";"18,2";"533";"10,7";"7,3";"-0,1";"-0,01";"0,22";"2,8";"-1";"0,4";"20,7";"-0,05";"0,31";"-0,05";"2,9";"0,06";"0,05";"0,44";"49";"0,1";"6,84";"0,5";"36";"6,2";"GQ2003731"
"ICP555";"-9999";"-9999";"-9999";"-0,01";"2,03";"10";"-10";"275";"1,1";"0,11";"0,89";"0,17";"86,7";"40,8";"135";"1,32";"37,6";"4,83";"7,3";"-0,1";"0,49";"0,01";"0,03";"0,11";"35,4";"22";"0,12";"1,79";"1227";"0,46";"0,08";"1,39";"105";"1172";"15,1";"9,9";"-0,1";"-0,01";"1,88";"8,1";"-1";"1";"93,7";"-0,05";"0,58";"-0,05";"4,8";"0,23";"0,08";"1,26";"103";"0,6";"12,1";"0,9";"70";"17,9";"GQ2003731"
"ICP556";"-9999";"-9999";"-9999";"-0,01";"0,83";"6";"-10";"227";"1,4";"0,12";"0,2";"0,11";"50,64";"9";"20";"0,87";"8,7";"2,2";"2,3";"-0,1";"0,11";"-0,01";"-0,02";"0,12";"26,8";"5";"0,1";"0,13";"830";"0,39";"0,02";"1,13";"8,9";"333";"21,3";"12,5";"-0,1";"-0,01";"0,23";"2,1";"-1";"0,4";"28,7";"-0,05";"0,43";"-0,05";"5,3";"0,01";"0,13";"1,28";"33";"0,1";"9,84";"0,7";"27";"3,2";"GQ2003731"
"ICP557";"-10";"-10";"-10";"-0,01";"1,58";"6";"-10";"265";"0,8";"0,1";"0,37";"0,1";"62,96";"33,1";"111";"0,47";"13,1";"3,29";"6,5";"-0,1";"0,22";"-0,01";"0,02";"0,1";"24,9";"12";"0,08";"0,86";"1683";"0,29";"0,04";"1,26";"66,9";"395";"12,2";"7,8";"-0,1";"-0,01";"0,33";"5,4";"-1";"0,6";"43,8";"-0,05";"0,36";"-0,05";"3,5";"0,1";"0,07";"0,76";"66";"0,1";"7,95";"0,6";"51";"9,1";"GQ2003731"
"ICP558";"-9999";"-9999";"-9999";"-0,01";"1,76";"2";"-10";"202";"1,4";"0,1";"0,51";"0,18";"126,64";"24,6";"87";"1";"23,3";"4,37";"7,7";"-0,1";"0,16";"-0,01";"0,03";"0,18";"65,6";"17";"0,24";"0,67";"1238";"0,56";"0,04";"1,32";"40,3";"1098";"18,9";"20,5";"-0,1";"-0,01";"0,1";"6,4";"-1";"0,7";"35,4";"-0,05";"0,83";"-0,05";"14,3";"0,08";"0,12";"1";"65";"-0,1";"21,48";"1,6";"83";"5,9";"GQ2003731"
"ICP559";"-10";"-10";"-10";"-0,01";"1,23";"3";"-10";"136";"0,6";"0,06";"0,54";"0,07";"23,22";"16,9";"45";"0,43";"16,2";"2,61";"4,2";"-0,1";"0,09";"-0,01";"0,02";"0,08";"11,9";"4";"0,22";"0,35";"966";"0,35";"0,06";"0,86";"20";"233";"6,2";"7,5";"-0,1";"-0,01";"0,12";"7,6";"-1";"0,5";"40,5";"-0,05";"0,44";"-0,05";"2,5";"0,1";"0,05";"0,67";"65";"-0,1";"15,3";"1,5";"39";"1,8";"GQ2003731"
"ICP560";"-9999";"-9999";"-9999";"-0,01";"1,26";"4";"-10";"173";"1,1";"0,16";"0,26";"0,07";"56,95";"12,3";"33";"0,79";"13,6";"3,27";"5";"-0,1";"0,1";"-0,01";"-0,02";"0,13";"33";"15";"0,12";"0,37";"572";"0,37";"0,04";"1,32";"13";"673";"16,9";"12,5";"-0,1";"-0,01";"0,24";"3,3";"-1";"0,7";"28,4";"-0,05";"0,54";"-0,05";"6,2";"0,07";"0,09";"1,05";"62";"0,1";"13,22";"0,9";"52";"3,1";"GQ2003731"
"ICP561";"-9999";"-9999";"-9999";"-0,01";"1";"1";"-10";"202";"0,7";"0,06";"0,27";"0,04";"76,25";"10,8";"38";"0,38";"7,7";"3,17";"3,5";"-0,1";"0,14";"-0,01";"-0,02";"0,11";"43,4";"7";"0,1";"0,29";"585";"0,39";"0,04";"2,66";"18,3";"678";"10,7";"9,3";"-0,1";"-0,01";"0,13";"3,2";"-1";"0,6";"35,9";"-0,05";"0,51";"-0,05";"8,4";"0,34";"0,05";"0,8";"51";"0,1";"9,84";"0,7";"46";"5,1";"GQ2003731"
"ICP562";"-9999";"-9999";"-9999";"-0,01";"1,19";"2";"-10";"138";"0,6";"0,06";"0,56";"0,08";"33,99";"18,5";"57";"0,43";"17,8";"3,28";"4,5";"-0,1";"0,11";"-0,01";"0,03";"0,09";"17,2";"4";"0,24";"0,36";"949";"0,39";"0,05";"1,03";"22,6";"282";"7,8";"7,9";"-0,1";"-0,01";"0,13";"7,7";"-1";"0,6";"45,8";"-0,05";"0,53";"-0,05";"3,8";"0,13";"0,05";"0,84";"84";"-0,1";"17,97";"1,7";"39";"2,7";"GQ2003731"
"ICP563";"-10";"-10";"-10";"-0,01";"1,3";"4";"-10";"333";"1,1";"0,08";"0,36";"0,07";"73,67";"12,2";"40";"0,39";"10,8";"3,14";"4,7";"-0,1";"0,19";"-0,01";"-0,02";"0,12";"45,7";"9";"0,14";"0,31";"685";"0,22";"0,03";"0,56";"19,9";"355";"13,4";"9,2";"-0,1";"-0,01";"0,15";"4,4";"-1";"0,5";"66,5";"-0,05";"0,63";"-0,05";"5,8";"0,04";"0,06";"1";"53";"-0,1";"15,73";"1";"50";"7,4";"GQ2003731"
"ICP564";"-9999";"-9999";"-9999";"-0,01";"2,22";"5";"-10";"410";"1,2";"0,09";"0,53";"0,07";"56,6";"43,7";"342";"0,82";"26,3";"4,21";"7,8";"-0,1";"0,15";"0,01";"0,03";"0,09";"23,4";"28";"0,08";"1,9";"1109";"0,26";"0,04";"0,78";"152,4";"577";"12,7";"9,1";"-0,1";"0,01";"0,51";"9,9";"-1";"0,5";"64,8";"-0,05";"0,42";"-0,05";"2,8";"0,05";"0,06";"0,7";"88";"0,2";"8,72";"0,6";"55";"5,3";"GQ2003731"
"ICP565";"-9999";"-9999";"-9999";"-0,01";"1,49";"5";"-10";"289";"1,3";"0,09";"0,31";"0,08";"83,36";"24,3";"61";"0,56";"8,6";"4";"5,7";"-0,1";"0,09";"0,01";"0,02";"0,15";"45,3";"10";"0,14";"0,48";"1080";"0,29";"0,03";"1,09";"34,6";"643";"15,5";"11,8";"-0,1";"-0,01";"0,29";"4,4";"-1";"0,7";"47,5";"-0,05";"0,65";"-0,05";"4,6";"0,05";"0,07";"0,88";"67";"0,1";"15,8";"1";"57";"2,8";"GQ2003731"
"ICP566";"-9999";"-9999";"-9999";"-0,01";"1,57";"9";"14";"357";"1,3";"0,09";"0,55";"0,16";"96,14";"31,8";"98";"0,76";"21,7";"5,22";"5,4";"-0,1";"0,18";"0,02";"0,03";"0,12";"42";"20";"0,15";"0,91";"2342";"0,48";"0,05";"2,27";"63";"1224";"17,3";"10,6";"-0,1";"0,02";"0,48";"5,9";"-1";"0,7";"62,3";"-0,05";"0,75";"-0,05";"4";"0,12";"0,08";"1,29";"76";"0,2";"15,52";"1,1";"72";"6,8";"GQ2003731"
"ICP567";"-9999";"-9999";"-9999";"-0,01";"2,25";"2";"-10";"558";"0,8";"0,06";"0,41";"0,12";"66,08";"33,8";"96";"0,48";"23,7";"5,17";"7,5";"-0,1";"0,08";"-0,01";"0,03";"0,15";"36,1";"14";"0,16";"0,97";"1017";"1,25";"0,03";"1,27";"67,1";"936";"9,8";"10,6";"-0,1";"-0,01";"0,12";"6,6";"-1";"0,3";"43,6";"-0,05";"0,63";"-0,05";"3,1";"0,02";"0,06";"0,59";"73";"0,1";"15,79";"1,1";"78";"1,7";"GQ2003731"
"ICP568";"-9999";"-9999";"-9999";"-0,01";"1,43";"2";"-10";"114";"0,6";"0,05";"0,63";"0,05";"30";"18,7";"41";"0,39";"20,9";"3,52";"6";"-0,1";"0,08";"-0,01";"0,03";"0,1";"15,2";"6";"0,25";"0,54";"757";"0,31";"0,05";"1,4";"19,6";"761";"8,1";"7,9";"-0,1";"0,01";"0,08";"8,3";"-1";"0,7";"48,7";"-0,05";"0,52";"-0,05";"2,9";"0,12";"0,04";"0,69";"79";"-0,1";"17,8";"1,7";"51";"1,4";"GQ2003731"
"ICP569";"-9999";"-9999";"-9999";"-0,01";"1,67";"1";"-10";"565";"0,7";"0,05";"0,33";"0,11";"100,55";"29,2";"86";"0,42";"21,7";"4,43";"5,4";"-0,1";"0,07";"-0,01";"0,02";"0,17";"52,5";"9";"0,17";"0,68";"887";"0,97";"0,03";"0,85";"57,8";"1005";"19,5";"10,3";"-0,1";"0,01";"0,33";"5,5";"-1";"0,3";"46,9";"-0,05";"0,73";"-0,05";"8,4";"0,01";"0,06";"0,64";"47";"0,2";"16,41";"1,2";"66";"2";"GQ2003731"
"ICP570";"-9999";"-9999";"-9999";"-0,01";"2,31";"2";"-10";"623";"1";"0,07";"0,4";"0,13";"96,9";"34,6";"113";"0,41";"27,9";"5,46";"7,2";"-0,1";"0,07";"0,01";"0,03";"0,14";"54,9";"14";"0,23";"0,96";"1119";"1,21";"0,02";"1,76";"73,8";"1051";"14,4";"10,1";"-0,1";"-0,01";"0,12";"6,5";"-1";"0,5";"52,6";"-0,05";"0,87";"-0,05";"6,2";"0,04";"0,06";"0,97";"69";"0,2";"22,15";"1,6";"89";"1,7";"GQ2003731"
"ICP571";"-9999";"-9999";"-9999";"-0,01";"2,05";"2";"-10";"570";"0,9";"0,06";"0,36";"0,1";"89,93";"32,8";"97";"0,41";"23,7";"4,77";"6,9";"-0,1";"0,08";"0,01";"0,02";"0,17";"49,5";"13";"0,21";"0,89";"1032";"1,27";"0,03";"1,18";"66,8";"901";"12,3";"11,2";"-0,1";"-0,01";"0,17";"6";"-1";"0,4";"43,3";"-0,05";"0,82";"-0,05";"5,9";"0,01";"0,06";"0,88";"57";"0,2";"21,31";"1,5";"81";"1,2";"GQ2003731"
"ICP572";"-9999";"-9999";"-9999";"0,02";"0,4";"4";"-10";"220";"0,7";"0,11";"0,11";"0,1";"28,2";"4,7";"13";"1,03";"2,2";"1,58";"1,5";"-0,1";"-0,05";"-0,01";"-0,02";"0,09";"14,3";"3";"0,06";"0,07";"465";"0,3";"0,02";"0,92";"4,9";"258";"23,3";"8,8";"-0,1";"-0,01";"0,35";"1,2";"-1";"0,4";"14,1";"-0,05";"0,23";"-0,05";"3";"0,01";"0,07";"0,54";"25";"0,2";"5,38";"0,4";"18";"1,5";"GQ2003731"
"ICP573";"-10";"-10";"-10";"-0,01";"0,61";"1";"-10";"89";"0,3";"0,04";"0,27";"0,04";"14,18";"7,7";"28";"0,29";"7,3";"1,72";"2,4";"-0,1";"-0,05";"-0,01";"-0,02";"0,05";"7,4";"2";"0,06";"0,19";"393";"0,21";"0,04";"0,61";"11,5";"244";"4,5";"4,2";"-0,1";"-0,01";"0,08";"2,5";"-1";"-0,3";"33,8";"-0,05";"0,15";"-0,05";"1,9";"0,05";"0,02";"0,32";"41";"-0,1";"4,27";"0,4";"19";"0,6";"GQ2003731"
"ICP574";"-10";"-10";"-10";"-0,01";"2,36";"7";"-10";"481";"1,1";"0,12";"0,64";"0,09";"61,3";"37";"270";"1,19";"29,9";"4,52";"9,4";"-0,1";"0,43";"-0,01";"0,03";"0,1";"28,5";"23";"0,1";"1,5";"1368";"0,24";"0,04";"0,83";"119,9";"591";"16,2";"11,3";"-0,1";"-0,01";"0,54";"11,1";"-1";"0,9";"74,7";"-0,05";"0,47";"-0,05";"3,7";"0,16";"0,06";"1,08";"88";"0,2";"10,06";"0,7";"72";"17,5";"GQ2003731"
"ICP575";"-9999";"-9999";"-9999";"-0,01";"0,74";"4";"-10";"178";"0,6";"0,08";"0,22";"0,06";"47,83";"19,4";"97";"0,56";"7,1";"4,62";"4,2";"-0,1";"0,15";"0,05";"-0,02";"0,08";"24,7";"5";"0,07";"0,38";"499";"0,34";"0,02";"1,07";"35,7";"416";"12,5";"6,8";"-0,1";"-0,01";"0,41";"2,8";"-1";"0,7";"24,9";"-0,05";"0,32";"-0,05";"7,6";"0,09";"0,04";"0,78";"106";"0,2";"6,73";"0,5";"36";"6,9";"GQ2003731"
"ICP576";"-9999";"-9999";"-9999";"-0,01";"2,56";"2";"-10";"596";"0,7";"0,06";"0,45";"0,08";"64,29";"36,6";"127";"0,46";"32,8";"5,23";"8,4";"-0,1";"0,09";"-0,01";"0,02";"0,12";"35,5";"14";"0,2";"1,33";"1201";"1,01";"0,02";"0,81";"83,9";"1030";"10,9";"8,4";"-0,1";"0,01";"0,15";"6,7";"-1";"-0,3";"57,7";"-0,05";"0,68";"-0,05";"3";"0,01";"0,05";"0,44";"68";"0,1";"17,7";"1,3";"78";"1,3";"GQ2003731"
"ICP577";"-10";"-10";"-10";"-0,01";"1,97";"6";"-10";"308";"1";"0,1";"0,63";"0,08";"50,79";"32,3";"229";"0,94";"26,8";"3,9";"7";"-0,1";"0,49";"0,01";"0,03";"0,1";"23,7";"15";"0,1";"1,37";"1167";"0,27";"0,04";"0,95";"135,3";"470";"12,4";"9,5";"-0,1";"-0,01";"0,42";"9,2";"-1";"0,8";"62,3";"-0,05";"0,44";"-0,05";"3,3";"0,16";"0,05";"1,03";"77";"0,2";"10,44";"0,7";"56";"21,5";"GQ2003731"
"ICP578";"-9999";"-9999";"-9999";"-0,01";"1,88";"8";"-10";"332";"0,9";"0,11";"0,63";"0,09";"57,8";"44,4";"214";"0,93";"26,4";"4,34";"7,1";"-0,1";"0,36";"0,01";"0,03";"0,09";"23,8";"18";"0,08";"1,47";"1279";"0,29";"0,04";"1,12";"115,6";"677";"15";"8,7";"-0,1";"-0,01";"0,51";"8,5";"-1";"0,8";"68,7";"-0,05";"0,38";"-0,05";"3";"0,2";"0,06";"1,02";"96";"0,2";"8,14";"0,6";"69";"14,9";"GQ2003731"
"ICP579";"-10";"-10";"-10";"-0,01";"1,96";"6";"-10";"333";"1,2";"0,13";"0,5";"0,09";"66,87";"28,3";"200";"1,51";"32,8";"5,32";"6,4";"-0,1";"0,18";"0,02";"0,04";"0,13";"30,7";"18";"0,14";"0,94";"1078";"0,39";"0,03";"1,28";"80,6";"582";"17,5";"10,8";"-0,1";"-0,01";"0,39";"8,1";"-1";"1";"34,9";"-0,05";"0,56";"-0,05";"6,4";"0,18";"0,06";"1,15";"107";"0,4";"12,95";"1";"67";"8";"GQ2003731"
"ICP580";"-9999";"-9999";"-9999";"-0,01";"0,92";"3";"-10";"204";"0,5";"0,05";"0,35";"0,4";"30,04";"21,1";"58";"0,41";"18,3";"2,4";"3,5";"-0,1";"0,05";"-0,01";"-0,02";"0,03";"14,9";"5";"0,1";"0,38";"1122";"0,24";"0,01";"1,66";"35,1";"487";"10,6";"5,3";"-0,1";"0,02";"0,08";"4,1";"-1";"-0,3";"45,1";"-0,05";"0,27";"-0,05";"1,8";"0,03";"0,04";"0,59";"51";"-0,1";"7,87";"0,6";"45";"0,7";"GQ2003731"
